Disease,Description,Medication,Diet,workout,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Symptoms,Information
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Follow a balanced and nutritious diet,massage,eat healthy,exercise,consult doctor,"Hypertension ,  headache,  chest_pain,  dizziness,  loss_of_balance","Disease: Paralysis (brain hemorrhage), Symptoms: Hypertension ,  headache,  chest_pain,  dizziness,  loss_of_balance, Medication: ['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy'], Diet: ['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Include lean proteins,massage,eat healthy,exercise,consult doctor,"Hypertension ,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration","Disease: Paralysis (brain hemorrhage), Symptoms: Hypertension ,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration, Medication: ['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy'], Diet: ['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Consume nutrient-rich foods,massage,eat healthy,exercise,consult doctor,"Hypertension ,  headache,  dizziness,  loss_of_balance,  lack_of_concentration","Disease: Paralysis (brain hemorrhage), Symptoms: Hypertension ,  headache,  dizziness,  loss_of_balance,  lack_of_concentration, Medication: ['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy'], Diet: ['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Stay hydrated,massage,eat healthy,exercise,consult doctor,"Hypertension ,  headache,  chest_pain,  loss_of_balance,  lack_of_concentration","Disease: Paralysis (brain hemorrhage), Symptoms: Hypertension ,  headache,  chest_pain,  loss_of_balance,  lack_of_concentration, Medication: ['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy'], Diet: ['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Include healthy fats,massage,eat healthy,exercise,consult doctor,"Hypertension ,  headache,  chest_pain,  dizziness,  lack_of_concentration","Disease: Paralysis (brain hemorrhage), Symptoms: Hypertension ,  headache,  chest_pain,  dizziness,  lack_of_concentration, Medication: ['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy'], Diet: ['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Limit sugary foods and beverages,massage,eat healthy,exercise,consult doctor,"Hypertension ,  headache,  chest_pain,  dizziness,  loss_of_balance","Disease: Paralysis (brain hemorrhage), Symptoms: Hypertension ,  headache,  chest_pain,  dizziness,  loss_of_balance, Medication: ['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy'], Diet: ['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Include antioxidants,massage,eat healthy,exercise,consult doctor,"Hypertension ,  headache,  chest_pain,  dizziness,  loss_of_balance","Disease: Paralysis (brain hemorrhage), Symptoms: Hypertension ,  headache,  chest_pain,  dizziness,  loss_of_balance, Medication: ['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy'], Diet: ['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Consume foods rich in vitamin K,massage,eat healthy,exercise,consult doctor,"Hypertension ,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration","Disease: Paralysis (brain hemorrhage), Symptoms: Hypertension ,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration, Medication: ['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy'], Diet: ['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Consult a healthcare professional,massage,eat healthy,exercise,consult doctor,"Hypertension ,  headache,  dizziness,  loss_of_balance,  lack_of_concentration","Disease: Paralysis (brain hemorrhage), Symptoms: Hypertension ,  headache,  dizziness,  loss_of_balance,  lack_of_concentration, Medication: ['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy'], Diet: ['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Manage stress,massage,eat healthy,exercise,consult doctor,"Hypertension ,  headache,  chest_pain,  loss_of_balance,  lack_of_concentration","Disease: Paralysis (brain hemorrhage), Symptoms: Hypertension ,  headache,  chest_pain,  loss_of_balance,  lack_of_concentration, Medication: ['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy'], Diet: ['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.","['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Stay hydrated,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication,"Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision","Disease: Jaundice, Symptoms: Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision, Medication: ['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications'], Diet: ['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.","['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Consume nutrient-rich foods,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication,"Migraine,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger","Disease: Jaundice, Symptoms: Migraine,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger, Medication: ['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications'], Diet: ['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.","['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Include protein-rich foods,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication,"Migraine,  acidity,  headache,  blurred_and_distorted_vision,  excessive_hunger","Disease: Jaundice, Symptoms: Migraine,  acidity,  headache,  blurred_and_distorted_vision,  excessive_hunger, Medication: ['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications'], Diet: ['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.","['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Consume easily digestible foods,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication,"Migraine,  acidity,  indigestion,  blurred_and_distorted_vision,  excessive_hunger","Disease: Jaundice, Symptoms: Migraine,  acidity,  indigestion,  blurred_and_distorted_vision,  excessive_hunger, Medication: ['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications'], Diet: ['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.","['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Limit fatty foods,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication,"Migraine,  acidity,  indigestion,  headache,  excessive_hunger","Disease: Jaundice, Symptoms: Migraine,  acidity,  indigestion,  headache,  excessive_hunger, Medication: ['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications'], Diet: ['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.","['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Avoid alcohol and caffeine,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication,"Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision","Disease: Jaundice, Symptoms: Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision, Medication: ['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications'], Diet: ['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.","['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Include vitamin C-rich foods,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication,"Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision","Disease: Jaundice, Symptoms: Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision, Medication: ['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications'], Diet: ['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.","['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Consult a healthcare professional,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication,"Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision","Disease: Jaundice, Symptoms: Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision, Medication: ['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications'], Diet: ['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.","['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Rest and conserve energy,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication,"Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision","Disease: Jaundice, Symptoms: Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision, Medication: ['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications'], Diet: ['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.","['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",Gradually resume normal diet,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication,"Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision","Disease: Jaundice, Symptoms: Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision, Medication: ['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications'], Diet: ['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']",Stay hydrated,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,"Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness","Disease: Malaria, Symptoms: Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness, Medication: ['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions'], Diet: ['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']",Consume nutrient-rich foods,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,"Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness","Disease: Malaria, Symptoms: Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness, Medication: ['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions'], Diet: ['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']",Include protein-rich foods,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,"Cervical spondylosis,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance","Disease: Malaria, Symptoms: Cervical spondylosis,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance, Medication: ['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions'], Diet: ['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']",Consume foods rich in antioxidants,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,"Cervical spondylosis,  back_pain,  neck_pain,  dizziness,  loss_of_balance","Disease: Malaria, Symptoms: Cervical spondylosis,  back_pain,  neck_pain,  dizziness,  loss_of_balance, Medication: ['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions'], Diet: ['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']",Limit fatty and greasy foods,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,"Cervical spondylosis,  back_pain,  weakness_in_limbs,  dizziness,  loss_of_balance","Disease: Malaria, Symptoms: Cervical spondylosis,  back_pain,  weakness_in_limbs,  dizziness,  loss_of_balance, Medication: ['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions'], Diet: ['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']",Avoid alcohol and caffeine,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,"Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  loss_of_balance","Disease: Malaria, Symptoms: Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  loss_of_balance, Medication: ['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions'], Diet: ['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']",Include vitamin C-rich foods,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,"Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness","Disease: Malaria, Symptoms: Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness, Medication: ['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions'], Diet: ['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']",Consult a healthcare professional,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,"Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness","Disease: Malaria, Symptoms: Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness, Medication: ['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions'], Diet: ['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']",Rest and conserve energy,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,"Cervical spondylosis,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance","Disease: Malaria, Symptoms: Cervical spondylosis,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance, Medication: ['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions'], Diet: ['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']",Gradually resume normal diet,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,"Cervical spondylosis,  back_pain,  neck_pain,  dizziness,  loss_of_balance","Disease: Malaria, Symptoms: Cervical spondylosis,  back_pain,  neck_pain,  dizziness,  loss_of_balance, Medication: ['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions'], Diet: ['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Stay hydrated,use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"Paralysis (brain hemorrhage),  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium","Disease: Chicken pox, Symptoms: Paralysis (brain hemorrhage),  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium, Medication: ['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions'], Diet: ['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Include easily digestible foods,use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"Paralysis (brain hemorrhage),  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium","Disease: Chicken pox, Symptoms: Paralysis (brain hemorrhage),  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium, Medication: ['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions'], Diet: ['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Include vitamin C-rich foods,use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"Paralysis (brain hemorrhage),  headache,  weakness_of_one_body_side,  altered_sensorium","Disease: Chicken pox, Symptoms: Paralysis (brain hemorrhage),  headache,  weakness_of_one_body_side,  altered_sensorium, Medication: ['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions'], Diet: ['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Consume protein-rich foods,use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"Paralysis (brain hemorrhage),  vomiting,  weakness_of_one_body_side,  altered_sensorium","Disease: Chicken pox, Symptoms: Paralysis (brain hemorrhage),  vomiting,  weakness_of_one_body_side,  altered_sensorium, Medication: ['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions'], Diet: ['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Include zinc-rich foods,use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"Paralysis (brain hemorrhage),  vomiting,  headache,  altered_sensorium","Disease: Chicken pox, Symptoms: Paralysis (brain hemorrhage),  vomiting,  headache,  altered_sensorium, Medication: ['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions'], Diet: ['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
