Disease,Description,Medication,Diet,workout,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Symptoms,Information
Viêm thắt cổ tử cung,Cổ tử cung là một tình trạng thoái hóa của cột sống cổ tử cung.,"['Thuốc giảm đau', 'thuốc giãn cơ', 'vật lý trị liệu', 'niềng răng', 'corticosteroid']]]]]",.,Hạn chế thực phẩm chế biến,Sử dụng miếng đệm sưởi hoặc gói lạnh,bài tập,Uống OTC Pain Reliver,Tham khảo ý kiến ​​bác sĩ,"Hen suyễn phế quản, mệt mỏi, ho, high_fever, khó thở","Bệnh: bệnh cột sống cổ tử cung, triệu chứng: hen phế quản, mệt mỏi, ho, high_fever, khó thở, thuốc: ['thuốc giảm đau', 'thuốc giãn cơ', 'vật lý trị liệu', 'niềng răng', 'corticosteroid'], chế độ ăn uống: [' Chế độ ăn kiêng viêm khớp ',' Chế độ ăn kiêng chống viêm ',' Thực phẩm giàu Omega-3 ',' Trái cây và rau quả ',' Ngũ cốc toàn bộ ']]]"
Viêm thắt cổ tử cung,Cổ tử cung là một tình trạng thoái hóa của cột sống cổ tử cung.,"['Thuốc giảm đau', 'thuốc giãn cơ', 'vật lý trị liệu', 'niềng răng', 'corticosteroid']]]]]",.,Bao gồm protein nạc,Sử dụng miếng đệm sưởi hoặc gói lạnh,bài tập,Uống OTC Pain Reliver,Tham khảo ý kiến ​​bác sĩ,"Hen suyễn phế quản, mệt mỏi, ho, high_fever, khó thở","Bệnh: bệnh cột sống cổ tử cung, triệu chứng: hen phế quản, mệt mỏi, ho, high_fever, khó thở, thuốc: ['thuốc giảm đau', 'thuốc giãn cơ', 'vật lý trị liệu', 'niềng răng', 'corticosteroid'], chế độ ăn uống: [' Chế độ ăn kiêng viêm khớp ',' Chế độ ăn kiêng chống viêm ',' Thực phẩm giàu Omega-3 ',' Trái cây và rau quả ',' Ngũ cốc toàn bộ ']]]"
Viêm thắt cổ tử cung,Cổ tử cung là một tình trạng thoái hóa của cột sống cổ tử cung.,"['Thuốc giảm đau', 'thuốc giãn cơ', 'vật lý trị liệu', 'niềng răng', 'corticosteroid']]]]]",.,Thực hành tư thế tốt,Sử dụng miếng đệm sưởi hoặc gói lạnh,bài tập,Uống OTC Pain Reliver,Tham khảo ý kiến ​​bác sĩ,"Hen suyễn phế quản, mệt mỏi, ho, high_fever, khó thở","Bệnh: bệnh cột sống cổ tử cung, triệu chứng: hen phế quản, mệt mỏi, ho, high_fever, khó thở, thuốc: ['thuốc giảm đau', 'thuốc giãn cơ', 'vật lý trị liệu', 'niềng răng', 'corticosteroid'], chế độ ăn uống: [' Chế độ ăn kiêng viêm khớp ',' Chế độ ăn kiêng chống viêm ',' Thực phẩm giàu Omega-3 ',' Trái cây và rau quả ',' Ngũ cốc toàn bộ ']]]"
Viêm thắt cổ tử cung,Cổ tử cung là một tình trạng thoái hóa của cột sống cổ tử cung.,"['Thuốc giảm đau', 'thuốc giãn cơ', 'vật lý trị liệu', 'niềng răng', 'corticosteroid']]]]]",.,Tham khảo ý kiến ​​chuyên gia chăm sóc sức khỏe,Sử dụng miếng đệm sưởi hoặc gói lạnh,bài tập,Uống OTC Pain Reliver,Tham khảo ý kiến ​​bác sĩ,"Hen suyễn phế quản, ho, high_fever, khó thở, gia đình_history","Bệnh: Bệnh cột sống cổ tử cung, triệu chứng: Hen phế quản, ho, high_fever, khó thở, gia đình_history, thuốc: ['thuốc giảm đau', 'thuốc giãn cơ', 'vật lý trị liệu', 'niềng răng', 'corticosteroid', chế độ ăn uống: [' Chế độ ăn kiêng viêm khớp ',' Chế độ ăn kiêng chống viêm ',' Thực phẩm giàu Omega-3 ',' Trái cây và rau quả ',' Ngũ cốc toàn bộ ']]]"
Viêm thắt cổ tử cung,Cổ tử cung là một tình trạng thoái hóa của cột sống cổ tử cung.,"['Thuốc giảm đau', 'thuốc giãn cơ', 'vật lý trị liệu', 'niềng răng', 'corticosteroid']]]]]",.,Tham gia tập thể dục thường xuyên,Sử dụng miếng đệm sưởi hoặc gói lạnh,bài tập,Uống OTC Pain Reliver,Tham khảo ý kiến ​​bác sĩ,"Hen suyễn phế quản, mệt mỏi, High_fever, Breathlessness, Family_history","Bệnh: bệnh cột sống cổ tử cung, triệu chứng: hen phế quản, mệt mỏi, high_fever, khó thở, gia đình_history, thuốc: ['thuốc giảm đau', 'thuốc giãn cơ', 'vật lý trị liệu', 'niềng răng' Chế độ ăn kiêng viêm khớp ',' Chế độ ăn kiêng chống viêm ',' Thực phẩm giàu Omega-3 ',' Trái cây và rau quả ',' Ngũ cốc toàn bộ ']]]"
Tê liệt (xuất huyết não),Tê liệt (xuất huyết não) đề cập đến việc mất chức năng cơ do chảy máu trong não.,"['Chất làm loãng máu', 'Thuốc phân tách cục máu đông', 'Thuốc chống co giật', 'Vật lý trị liệu', 'Liệu pháp Nghề nghiệp']]]]]","['Chế độ ăn uống lành mạnh', 'thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]]]",Thực hiện theo một chế độ ăn uống cân bằng và bổ dưỡng,mát xa,Ăn uống lành mạnh,bài tập,Tham khảo ý kiến ​​bác sĩ,"Tăng huyết áp, đau đầu, ngực_pain, chóng mặt, mất_of_balance","Bệnh: tê liệt (xuất huyết não), triệu chứng: tăng huyết áp, đau đầu, ngực_pain, chóng mặt, mất_of_balance, thuốc Chế độ ăn kiêng: ['Chế độ ăn uống lành mạnh', 'Thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]"
Tê liệt (xuất huyết não),Tê liệt (xuất huyết não) đề cập đến việc mất chức năng cơ do chảy máu trong não.,"['Chất làm loãng máu', 'Thuốc phân tách cục máu đông', 'Thuốc chống co giật', 'Vật lý trị liệu', 'Liệu pháp Nghề nghiệp']]]]]","['Chế độ ăn uống lành mạnh', 'thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]]]",Bao gồm protein nạc,mát xa,Ăn uống lành mạnh,bài tập,Tham khảo ý kiến ​​bác sĩ,"Tăng huyết áp, rương_pain, chóng mặt, mất_of_balance, lack_of_concentration","Bệnh: tê liệt (xuất huyết não), các triệu chứng: tăng huyết áp, ngực_pain, chóng mặt, mất_of_balance, Lack_of_concentration, Thuốc Chế độ ăn kiêng: ['Chế độ ăn uống lành mạnh', 'Thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]"
Tê liệt (xuất huyết não),Tê liệt (xuất huyết não) đề cập đến việc mất chức năng cơ do chảy máu trong não.,"['Chất làm loãng máu', 'Thuốc phân tách cục máu đông', 'Thuốc chống co giật', 'Vật lý trị liệu', 'Liệu pháp Nghề nghiệp']]]]]","['Chế độ ăn uống lành mạnh', 'thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]]]",Tiêu thụ thực phẩm giàu chất dinh dưỡng,mát xa,Ăn uống lành mạnh,bài tập,Tham khảo ý kiến ​​bác sĩ,"Tăng huyết áp, đau đầu, chóng mặt, mất_of_balance, Lack_of_concentration","Bệnh: tê liệt (xuất huyết não), các triệu chứng: tăng huyết áp, đau đầu, chóng mặt, mất_of_balance, lack_of_concentration, thuốc Chế độ ăn kiêng: ['Chế độ ăn uống lành mạnh', 'Thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]"
Tê liệt (xuất huyết não),Tê liệt (xuất huyết não) đề cập đến việc mất chức năng cơ do chảy máu trong não.,"['Chất làm loãng máu', 'Thuốc phân tách cục máu đông', 'Thuốc chống co giật', 'Vật lý trị liệu', 'Liệu pháp Nghề nghiệp']]]]]","['Chế độ ăn uống lành mạnh', 'thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]]]",Giữ nước,mát xa,Ăn uống lành mạnh,bài tập,Tham khảo ý kiến ​​bác sĩ,"Tăng huyết áp, đau đầu, ngực_pain, Lost_of_Balance, Lack_of_concentration","Bệnh: tê liệt (xuất huyết não), các triệu chứng: tăng huyết áp, đau đầu, ngực_pain, mất_of_balance, Lack_of_concentration, Thuốc Chế độ ăn kiêng: ['Chế độ ăn uống lành mạnh', 'Thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]"
Tê liệt (xuất huyết não),Tê liệt (xuất huyết não) đề cập đến việc mất chức năng cơ do chảy máu trong não.,"['Chất làm loãng máu', 'Thuốc phân tách cục máu đông', 'Thuốc chống co giật', 'Vật lý trị liệu', 'Liệu pháp Nghề nghiệp']]]]]","['Chế độ ăn uống lành mạnh', 'thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]]]",Bao gồm chất béo lành mạnh,mát xa,Ăn uống lành mạnh,bài tập,Tham khảo ý kiến ​​bác sĩ,"Tăng huyết áp, đau đầu, ngực_pain, chóng mặt, lack_of_concentration","Bệnh: tê liệt (xuất huyết não), các triệu chứng: tăng huyết áp, đau đầu, ngực_pain, chóng mặt, lack_of_concentration, thuốc: ['thuốc làm loãng máu', 'thuốc điều trị biến đổi cục bộ', 'thuốc chống co giật', 'vật lý trị liệu', 'điều trị nghề nghiệp'] Chế độ ăn kiêng: ['Chế độ ăn uống lành mạnh', 'Thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]"
Tê liệt (xuất huyết não),Tê liệt (xuất huyết não) đề cập đến việc mất chức năng cơ do chảy máu trong não.,"['Chất làm loãng máu', 'Thuốc phân tách cục máu đông', 'Thuốc chống co giật', 'Vật lý trị liệu', 'Liệu pháp Nghề nghiệp']]]]]","['Chế độ ăn uống lành mạnh', 'thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]]]",Hạn chế thực phẩm và đồ uống có đường,mát xa,Ăn uống lành mạnh,bài tập,Tham khảo ý kiến ​​bác sĩ,"Tăng huyết áp, đau đầu, ngực_pain, chóng mặt, mất_of_balance","Bệnh: tê liệt (xuất huyết não), triệu chứng: tăng huyết áp, đau đầu, ngực_pain, chóng mặt, mất_of_balance, thuốc Chế độ ăn kiêng: ['Chế độ ăn uống lành mạnh', 'Thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]"
Tê liệt (xuất huyết não),Tê liệt (xuất huyết não) đề cập đến việc mất chức năng cơ do chảy máu trong não.,"['Chất làm loãng máu', 'Thuốc phân tách cục máu đông', 'Thuốc chống co giật', 'Vật lý trị liệu', 'Liệu pháp Nghề nghiệp']]]]]","['Chế độ ăn uống lành mạnh', 'thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]]]",Bao gồm các chất chống oxy hóa,mát xa,Ăn uống lành mạnh,bài tập,Tham khảo ý kiến ​​bác sĩ,"Tăng huyết áp, đau đầu, ngực_pain, chóng mặt, mất_of_balance","Bệnh: tê liệt (xuất huyết não), triệu chứng: tăng huyết áp, đau đầu, ngực_pain, chóng mặt, mất_of_balance, thuốc Chế độ ăn kiêng: ['Chế độ ăn uống lành mạnh', 'Thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]"
Tê liệt (xuất huyết não),Tê liệt (xuất huyết não) đề cập đến việc mất chức năng cơ do chảy máu trong não.,"['Chất làm loãng máu', 'Thuốc phân tách cục máu đông', 'Thuốc chống co giật', 'Vật lý trị liệu', 'Liệu pháp Nghề nghiệp']]]]]","['Chế độ ăn uống lành mạnh', 'thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]]]",Tiêu thụ thực phẩm giàu vitamin K,mát xa,Ăn uống lành mạnh,bài tập,Tham khảo ý kiến ​​bác sĩ,"Tăng huyết áp, rương_pain, chóng mặt, mất_of_balance, lack_of_concentration","Bệnh: tê liệt (xuất huyết não), các triệu chứng: tăng huyết áp, ngực_pain, chóng mặt, mất_of_balance, Lack_of_concentration, Thuốc Chế độ ăn kiêng: ['Chế độ ăn uống lành mạnh', 'Thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]"
Tê liệt (xuất huyết não),Tê liệt (xuất huyết não) đề cập đến việc mất chức năng cơ do chảy máu trong não.,"['Chất làm loãng máu', 'Thuốc phân tách cục máu đông', 'Thuốc chống co giật', 'Vật lý trị liệu', 'Liệu pháp Nghề nghiệp']]]]]","['Chế độ ăn uống lành mạnh', 'thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]]]",Tham khảo ý kiến ​​chuyên gia chăm sóc sức khỏe,mát xa,Ăn uống lành mạnh,bài tập,Tham khảo ý kiến ​​bác sĩ,"Tăng huyết áp, đau đầu, chóng mặt, mất_of_balance, Lack_of_concentration","Bệnh: tê liệt (xuất huyết não), các triệu chứng: tăng huyết áp, đau đầu, chóng mặt, mất_of_balance, lack_of_concentration, thuốc Chế độ ăn kiêng: ['Chế độ ăn uống lành mạnh', 'Thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]"
Tê liệt (xuất huyết não),Tê liệt (xuất huyết não) đề cập đến việc mất chức năng cơ do chảy máu trong não.,"['Chất làm loãng máu', 'Thuốc phân tách cục máu đông', 'Thuốc chống co giật', 'Vật lý trị liệu', 'Liệu pháp Nghề nghiệp']]]]]","['Chế độ ăn uống lành mạnh', 'thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]]]",Quản lý căng thẳng,mát xa,Ăn uống lành mạnh,bài tập,Tham khảo ý kiến ​​bác sĩ,"Tăng huyết áp, đau đầu, ngực_pain, Lost_of_Balance, Lack_of_concentration","Bệnh: tê liệt (xuất huyết não), các triệu chứng: tăng huyết áp, đau đầu, ngực_pain, mất_of_balance, Lack_of_concentration, Thuốc Chế độ ăn kiêng: ['Chế độ ăn uống lành mạnh', 'Thực phẩm có ít natri', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]"
Vàng vàng,"Vàng da là sự đổi màu vàng của da và mắt, thường cho thấy các vấn đề về gan.",.,"['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Giữ nước,uống nhiều nước,tiêu thụ cây kế sữa,Ăn trái cây và thức ăn nhiều chất xơ,thuốc,"Migraine, axit, khó tiêu, đau đầu, blurred_and_distorted_vision","Bệnh: vàng da, triệu chứng: đau nửa đầu, axit, khó tiêu, đau đầu, blurred_and_distorted_vision, thuốc: ['IV chất lỏng', 'truyền máu', 'cấy ghép gan', 'thuốc để ngứa', 'thuốc chống vi khuẩn'] Chế độ ăn uống lành mạnh ở gan ',' chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Vàng vàng,"Vàng da là sự đổi màu vàng của da và mắt, thường cho thấy các vấn đề về gan.",.,"['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Tiêu thụ thực phẩm giàu chất dinh dưỡng,uống nhiều nước,tiêu thụ cây kế sữa,Ăn trái cây và thức ăn nhiều chất xơ,thuốc,"Migraine, khó tiêu, đau đầu, blurred_and_distorted_vision, quá mức_hunger","Bệnh: vàng da, triệu chứng: đau nửa đầu, khó tiêu, đau đầu, blurred_and_distorted_vision, quá mức_hunger, thuốc: ['IV chất lỏng', 'truyền máu', 'cấy ghép gan', ' Chế độ ăn uống lành mạnh ở gan ',' chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Vàng vàng,"Vàng da là sự đổi màu vàng của da và mắt, thường cho thấy các vấn đề về gan.",.,"['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Bao gồm thực phẩm giàu protein,uống nhiều nước,tiêu thụ cây kế sữa,Ăn trái cây và thức ăn nhiều chất xơ,thuốc,"Migraine, axit, đau đầu, blurred_and_distorted_vision, quá mức_hunger","Bệnh: vàng da, triệu chứng: đau nửa đầu, axit, đau đầu, blurred_and_distorted_vision, quá mức_hunger, thuốc: ['IV chất lỏng', 'truyền máu', 'cấy ghép gan', ' Chế độ ăn uống lành mạnh ở gan ',' chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Vàng vàng,"Vàng da là sự đổi màu vàng của da và mắt, thường cho thấy các vấn đề về gan.",.,"['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Tiêu thụ thực phẩm dễ tiêu hóa,uống nhiều nước,tiêu thụ cây kế sữa,Ăn trái cây và thức ăn nhiều chất xơ,thuốc,"Migraine, axit, khó tiêu, blurred_and_distorted_vision, quá mức_hunger","Bệnh: vàng da, triệu chứng: đau nửa đầu, axit, khó tiêu, blurred_and_distorted_vision, quá mức_hunger, thuốc: ['IV chất lỏng', 'truyền máu', 'cấy ghép gan', ' Chế độ ăn uống lành mạnh ở gan ',' chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Vàng vàng,"Vàng da là sự đổi màu vàng của da và mắt, thường cho thấy các vấn đề về gan.",.,"['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Hạn chế thực phẩm béo,uống nhiều nước,tiêu thụ cây kế sữa,Ăn trái cây và thức ăn nhiều chất xơ,thuốc,"Migraine, axit, khó tiêu, đau đầu, quá mức_hunger","Bệnh: vàng da, triệu chứng: đau nửa đầu, axit, khó tiêu, đau đầu, quá mức_hunger, thuốc: ['IV fluids', 'truyền máu', 'cấy ghép gan', 'thuốc điều trị ngứa', 'thuốc chống vi -rút'], chế độ ăn uống: [' Chế độ ăn uống lành mạnh ở gan ',' chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Vàng vàng,"Vàng da là sự đổi màu vàng của da và mắt, thường cho thấy các vấn đề về gan.",.,"['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Tránh rượu và caffeine,uống nhiều nước,tiêu thụ cây kế sữa,Ăn trái cây và thức ăn nhiều chất xơ,thuốc,"Migraine, axit, khó tiêu, đau đầu, blurred_and_distorted_vision","Bệnh: vàng da, triệu chứng: đau nửa đầu, axit, khó tiêu, đau đầu, blurred_and_distorted_vision, thuốc: ['IV chất lỏng', 'truyền máu', 'cấy ghép gan', 'thuốc để ngứa', 'thuốc chống vi khuẩn'] Chế độ ăn uống lành mạnh ở gan ',' chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Vàng vàng,"Vàng da là sự đổi màu vàng của da và mắt, thường cho thấy các vấn đề về gan.",.,"['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Bao gồm thực phẩm giàu vitamin C,uống nhiều nước,tiêu thụ cây kế sữa,Ăn trái cây và thức ăn nhiều chất xơ,thuốc,"Migraine, axit, khó tiêu, đau đầu, blurred_and_distorted_vision","Bệnh: vàng da, triệu chứng: đau nửa đầu, axit, khó tiêu, đau đầu, blurred_and_distorted_vision, thuốc: ['IV chất lỏng', 'truyền máu', 'cấy ghép gan', 'thuốc để ngứa', 'thuốc chống vi khuẩn'] Chế độ ăn uống lành mạnh ở gan ',' chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Vàng vàng,"Vàng da là sự đổi màu vàng của da và mắt, thường cho thấy các vấn đề về gan.",.,"['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Tham khảo ý kiến ​​chuyên gia chăm sóc sức khỏe,uống nhiều nước,tiêu thụ cây kế sữa,Ăn trái cây và thức ăn nhiều chất xơ,thuốc,"Migraine, axit, khó tiêu, đau đầu, blurred_and_distorted_vision","Bệnh: vàng da, triệu chứng: đau nửa đầu, axit, khó tiêu, đau đầu, blurred_and_distorted_vision, thuốc: ['IV chất lỏng', 'truyền máu', 'cấy ghép gan', 'thuốc để ngứa', 'thuốc chống vi khuẩn'] Chế độ ăn uống lành mạnh ở gan ',' chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Vàng vàng,"Vàng da là sự đổi màu vàng của da và mắt, thường cho thấy các vấn đề về gan.",.,"['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Nghỉ ngơi và bảo tồn năng lượng,uống nhiều nước,tiêu thụ cây kế sữa,Ăn trái cây và thức ăn nhiều chất xơ,thuốc,"Migraine, axit, khó tiêu, đau đầu, blurred_and_distorted_vision","Bệnh: vàng da, triệu chứng: đau nửa đầu, axit, khó tiêu, đau đầu, blurred_and_distorted_vision, thuốc: ['IV chất lỏng', 'truyền máu', 'cấy ghép gan', 'thuốc để ngứa', 'thuốc chống vi khuẩn'] Chế độ ăn uống lành mạnh ở gan ',' chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Vàng vàng,"Vàng da là sự đổi màu vàng của da và mắt, thường cho thấy các vấn đề về gan.",.,"['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Dần dần tiếp tục chế độ ăn uống bình thường,uống nhiều nước,tiêu thụ cây kế sữa,Ăn trái cây và thức ăn nhiều chất xơ,thuốc,"Migraine, axit, khó tiêu, đau đầu, blurred_and_distorted_vision","Bệnh: vàng da, triệu chứng: đau nửa đầu, axit, khó tiêu, đau đầu, blurred_and_distorted_vision, thuốc: ['IV chất lỏng', 'truyền máu', 'cấy ghép gan', 'thuốc để ngứa', 'thuốc chống vi khuẩn'] Chế độ ăn uống lành mạnh ở gan ',' chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Bệnh sốt rét,Sốt rét là một bệnh truyền nhiễm do muỗi truyền ảnh hưởng đến con người và các động vật khác.,"['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống đối', 'Chất lỏng IV', 'truyền máu']]]]","['Chế độ ăn uống sốt rét', 'Hydration', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'Giải pháp bù nước đường uống']]]",Giữ nước,Tham khảo ý kiến ​​bệnh viện gần nhất,Tránh thức ăn nhờn,Tránh thức ăn không rau,Giữ muỗi ra,"Bệnh cột sống cổ tử cung, Back_Pain, yếu_in_limbs, cổ_pain, chóng mặt","Bệnh: Sốt rét, triệu chứng: Viêm cổ tử cung, Back_Pain, yếu_in_limbs, cổ Chế độ ăn uống ',' Hydration ',' Chế độ ăn kiêng calo cao ',' thực phẩm mềm và nhạt nhẽo ',' Giải pháp bù nước đường uống ']]]]"
Bệnh sốt rét,Sốt rét là một bệnh truyền nhiễm do muỗi truyền ảnh hưởng đến con người và các động vật khác.,"['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống đối', 'Chất lỏng IV', 'truyền máu']]]]","['Chế độ ăn uống sốt rét', 'Hydration', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'Giải pháp bù nước đường uống']]]",Tiêu thụ thực phẩm giàu chất dinh dưỡng,Tham khảo ý kiến ​​bệnh viện gần nhất,Tránh thức ăn nhờn,Tránh thức ăn không rau,Giữ muỗi ra,"Bệnh cột sống cổ tử cung, Back_Pain, yếu_in_limbs, cổ_pain, chóng mặt","Bệnh: Sốt rét, triệu chứng: Viêm cổ tử cung, Back_Pain, yếu_in_limbs, cổ Chế độ ăn uống ',' Hydration ',' Chế độ ăn kiêng calo cao ',' thực phẩm mềm và nhạt nhẽo ',' Giải pháp bù nước đường uống ']]]]"
Bệnh sốt rét,Sốt rét là một bệnh truyền nhiễm do muỗi truyền ảnh hưởng đến con người và các động vật khác.,"['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống đối', 'Chất lỏng IV', 'truyền máu']]]]","['Chế độ ăn uống sốt rét', 'Hydration', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'Giải pháp bù nước đường uống']]]",Bao gồm thực phẩm giàu protein,Tham khảo ý kiến ​​bệnh viện gần nhất,Tránh thức ăn nhờn,Tránh thức ăn không rau,Giữ muỗi ra,"Bệnh cột sống cổ tử cung, yếu_in_limbs, cổ_pain, chóng mặt, mất_of_balance","Bệnh: Sốt rét, triệu chứng: Viêm cổ tử cung, yếu_in_limbs, cổ_pain, chóng mặt, mất_of_balance, thuốc: Chế độ ăn uống ',' Hydration ',' Chế độ ăn kiêng calo cao ',' thực phẩm mềm và nhạt nhẽo ',' Giải pháp bù nước đường uống ']]]]"
Bệnh sốt rét,Sốt rét là một bệnh truyền nhiễm do muỗi truyền ảnh hưởng đến con người và các động vật khác.,"['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống đối', 'Chất lỏng IV', 'truyền máu']]]]","['Chế độ ăn uống sốt rét', 'Hydration', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'Giải pháp bù nước đường uống']]]",Tiêu thụ thực phẩm giàu chất chống oxy hóa,Tham khảo ý kiến ​​bệnh viện gần nhất,Tránh thức ăn nhờn,Tránh thức ăn không rau,Giữ muỗi ra,"Bệnh cột sống cổ tử cung, Back_Pain, Neck_Pain, Fulzziness, Lose_of_Balance","Bệnh: sốt rét, triệu chứng: bệnh cột sống cổ tử cung, BACK_PAIN, NECT_PAIN, SPLIZENTY, LOET_OF_BALANCE, MEDICATION: ['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống ung thư', 'Chất lỏng IV', ' Chế độ ăn uống ',' Hydration ',' Chế độ ăn kiêng calo cao ',' thực phẩm mềm và nhạt nhẽo ',' Giải pháp bù nước đường uống ']]]]"
Bệnh sốt rét,Sốt rét là một bệnh truyền nhiễm do muỗi truyền ảnh hưởng đến con người và các động vật khác.,"['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống đối', 'Chất lỏng IV', 'truyền máu']]]]","['Chế độ ăn uống sốt rét', 'Hydration', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'Giải pháp bù nước đường uống']]]",Hạn chế thực phẩm béo và dầu mỡ,Tham khảo ý kiến ​​bệnh viện gần nhất,Tránh thức ăn nhờn,Tránh thức ăn không rau,Giữ muỗi ra,"Bệnh cột sống cổ tử cung, Back_Pain, yếu_in_limbs, chóng mặt, mất_of_balance","Bệnh: Sốt rét, triệu chứng: Viêm cổ tử cung, BACK_PAIN, yếu_in_limbs, chóng mặt, mất_of_balance, Thuốc: Chế độ ăn uống ',' Hydration ',' Chế độ ăn kiêng calo cao ',' thực phẩm mềm và nhạt nhẽo ',' Giải pháp bù nước đường uống ']]]]"
